Name	Link
APPLE MACBOOK AIR 13 (Z124000DE) (APPLE M1/16GB RAM/256GB SSD/13.3 INCH IPS/MAC OS/XÁM)	https://www.hanoicomputer.vn/apple-macbook-air-13-z124sa-a-xam
APPLE MACBOOK AIR 13 (Z127000DE) (APPLE M1/16GB RAM/256GB SSD/13.3 INCH IPS/MAC OS/BẠC)	https://www.hanoicomputer.vn/apple-macbook-air-13-z127sa-a-bac-new
APPLE MACBOOK AIR 13 (Z12A0004Z) (APPLE M1/16GB RAM/256GB SSD/13.3 INCH IPS/MAC OS/VÀNG)	https://www.hanoicomputer.vn/apple-macbook-air-13-z12asa-a-vang-new
APPLE MACBOOK PRO 13 TOUCHBAR (Z11B000CT) (APPLE M1/16GB RAM/256GB SSD/13.3 INCH IPS/MAC OS/XÁM)	https://www.hanoicomputer.vn/apple-macbook-pro-13-touchbar-z11bsa-a-xam
APPLE MACBOOK PRO 13 TOUCHBAR (Z11D000E5) (APPLE M1/16GB RAM/256GB SSD/13.3 INCH IPS/MAC OS/BẠC)	https://www.hanoicomputer.vn/apple-macbook-pro-13-touchbar-z11dsa-a-bac
APPLE MACBOOK PRO 13 TOUCHBAR (Z11C000CH) (APPLE M1/16GB RAM/512GB SSD/13.3 INCH IPS/MAC OS/XÁM)	https://www.hanoicomputer.vn/apple-macbook-pro-13-touchbar-z11csa-a-xam
APPLE MACBOOK PRO 13 TOUCHBAR (Z11F000CF/Z11D000E7) (APPLE M1/16GB RAM/512GB SSD/13.3 INCH IPS/MAC OS/BẠC)	https://www.hanoicomputer.vn/apple-macbook-pro-13-touchbar-z11fsa-a-bac
LAPTOP ASUS GAMING ROG ZEPHYRUS GA401QM-K2041T (R9 5900HS/32GB RAM/1TB SSD/14 WQHD/RTX 3060 6GB/WIN10/TÚI/XÁM)	https://www.hanoicomputer.vn/laptop-asus-gaming-rog-zephyrus-ga401qm-k2041t-tui-xam
LAPTOP LENOVO LEGION 5 PRO 16ACH6H (82JQ001VVN) (R7 5800H/16GB RAM/512GB SSD/16WXGA 165HZ/RTX3060 6G/WIN/XÁM)	https://www.hanoicomputer.vn/laptop-lenovo-legion-5-pro-16ach6h-82jq001vvn-xam
LAPTOP LENOVO LEGION 5 PRO 16ACH6H (82JQ005YVN) (R7 5800H/16GB RAM/1TB SSD/16 165HZ/RTX3070 8GB/WIN/XÁM)	https://www.hanoicomputer.vn/laptop-lenovo-legion-5-pro-16ach6h-82jq005yvn-xam
MÁY TÍNH XÁCH TAY MSI GAMING GP76 LEOPARD 10UE-604VN (I7 10870H/32GB RAM/1TB SSD/RTX3060 6G/17.3 INCH FHD 144HZ/WIN 10) (2021)	https://www.hanoicomputer.vn/may-tinh-xach-tay-msi-gaming-gp76-leopard-10ue-604vn-2021
