Name	Producer	CPU	RAM	DISK	GPU	DISPLAY	Old Price	New Price
Laptop Dell Vostro 3510 (P112F002ABL) (i5 1135G7 8GB RAM/512GB SSD/MX350 2G/15.6 inch FHD/Win10/Đen)	Laptop Dell	Intel Core i5 1135G7	8GB (còn 1 khe trống)	512GB SSD (có thể lắp thêm ổ 2.5 inch)	NVIDIA MX350 2G	15.6 inch FHD	23989000	23289000
Laptop Dell Inspiron N3501 (P90F005DBL) (i3 1125G4 4GB RAM/256GB SSD/15.6 inch FHD/Win10/Đen)	Laptop Dell	Intel Core i3 1125G4	4GB	256GB SSD	Onboard	15.6 inch FHD	15689000	15389000
Laptop HP 340s G7 (36A35PA) (i5 1035G1/8GB RAM/512GB SSD/14 FHD/Win/Xám)	Laptop HP	Intel Core i5 1035G1	8GB (còn 1 khe ram trống)	512GB SSD (ko có slot trống, nâng cấp thay thế)	Onboard	14 inch FHD	19799000	18499000
Laptop Lenovo Legion 5 Pro 16iTH6H (82JD0046VN) (i7 11800H/16GB RAM/512GB SSD/16 WQXGA 165hz/RTX3060 6G/Win/Trắng)	Laptop Lenovo	Intel core i7 11800H	16GB	512GB SSD	NVIDIA RTX3060 6G	16 inch WQXGA (2560x1600) 165Hz	46999000	43999000
Laptop HP 340s G7 (2G5C2PA) (i5 1035G1/4GB RAM/256GB SSD/14 FHD/Win/Xám)	Laptop HP	Intel Core i5 1035G1	4GB (còn 1 khe ram trống)	256GB SSD (ko có slot trống, nâng cấp thay thế)	Onboard	14 inch FHD	18999000	17999000
Laptop HP Pavilion 15-eg0506TX (46M05PA) (i5-1135G7/8GB RAM/512GB SSD/15.6 FHD/MX450 2GB/Win10/Bạc)	Laptop HP	Intel Core i5-1135G7	8GB (trống 1 khe ram)	512GB SSD (Nâng cấp thay thế)	Nvidia MX450 2GB	"15.6"" FHD"	21999000	21499000
Laptop HP 14s-dq2544TU (46M22PA) (i5 1135G7/8GB RAM/512GB SSD/14 HD/Win10/Bạc)	Laptop HP	Intel core i5 1135G7	8GB	512GB SSD	Onboard	14 inch HD	19499000	18299000
Laptop Acer Aspire 5 A514-54-38AC (NX.A29SV.001) (i3 1115G4/4GB RAM/256GB SSD/14.0 inch FHD/ Win 10/Xanh)	Laptop Acer	Intel Core i3 1115G4	4GB	256GB SSD	Onboard	14 inch FHD	14489000	13989000
Laptop Acer Aspire 3 A315-58-55F3 (NX.ADDSV.00A) (i5 1135G7/8GB RAM/512GB SSD/15.6 inch FHD/ Win 10/Bạc)	Laptop Acer	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	15.6 inch FHD	17489000	17189000
Laptop Lenovo IdeaPad 5 15ITL05 (82FG00M5VN) (Core i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/Win10/Xanh)	Laptop Lenovo	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	15.6 inch FHD	19999000	18999000
Laptop Dell Inspiron 5410 2 in 1 (J42F81) (i7 1165G7/16GB RAM/512GB SSD/MX350 2G/14.0 inch FHD Touch/Bút cảm ứng/Win10+Office/Xám)	Laptop Dell	Intel Core i7 1165G7	16GB (2*8GB)	512GB SSD  (không có khe trống, nâng cấp thay thế thay thế)	Nvidia MX350 2GB	14 inch FHD Touch	29989000	29489000
Laptop Dell Inspiron 7400 (DDXGD1) (i7 1165G7/16GB RAM/512GB SSD/MX350GB 2G/14.5 inch QHD 100%sGRB /Win10/Bạc) (2021)	Laptop Dell	Intel Core i7 1165G7	16GB	512GB SSD	Nvidia MX350GB 2G	14.5 inch QHD 100%sGRB	34489000	33989000
Laptop Asus Gaming ROG Zephyrus S17 GX703HS-K4016T(i9 11900H/32GB RAM/2TB SSD/17.3 WQHD 165Hz/RTX 3080 16GB/Win10/Xám/Balo/Chuột)	Laptop Asus	Intel Core i9 11900H	32GB	2TB SSD	NVIDIA RTX 3080 16GB	17.3 WQHD 165Hz	99999000	98999000
Laptop Asus Gaming ROG Strix G513IC-HN002T (R7 4800H/8GB RAM/512GB SSD/15.6 FHD/RTX 3050 4GB/Win10/Xám)	Laptop Asus	AMD R7 4800H	8GB (Con khe trống)	512GB SSD SSD (trống 1 khe M.2 NVMe™)	NVIDIA RTX 3050 4GB	15.6 inch FHD	28099000	26699000
Laptop Acer Gaming Nitro 5 Eagle AN515-57-5831 (NH.QDGSV.003) (i5 11400H/8GB Ram/512GB SSD/RTX3060 6G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)	Laptop Acer	Intel core i5 11400H	8GB	512GB SSD	NVIDIA RTX3060 6G	15.6 inch FHD 144Hz	32999000	31699000
Laptop Acer Gaming Nitro 5 Eagle AN515-57-720A (NH.QEQSV.004) (i7 11800H/8GB Ram/512GB SSD/RTX3050Ti 4G/15.6 inch FHD 144Hz/Win 11 mới nhất/Đen) (2021)	Laptop Acer	Intel core i7 11800H	8GB	512GB SSD	NVIDIA RTX3050Ti 4G	15.6 inch FHD 144Hz	30499000	28999000
Laptop HP 240 G8 (518V5PA) (i5 1135G7/4GB RAM/256GB SSD/14 FHD/Win/Bạc)	Laptop HP	Intel Core i5 1135G7	4GB (còn 1 khe trống)	256GB SSD (có slot gắn ổ 2.5)	Onboard	14.0 inch FHD	19199000	17999000
Laptop HP Pavilion 14-dv0512TU (46L81PA) (i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win11/Bạc)	Laptop HP	Intel Core i5 1135G7	8GB RAM	512GB SSD	Onboard	"14"" FHD"	19999000	19999000
Laptop HP ProBook 430 G8 (2H0N9PA) (i5 1135G7/8GB RAM/512GB SSD /13.3 FHD/Win/Bạc)	Laptop HP	Intel Core i5 1135G7	8GB (còn 1 khe ram trống)	512GB SSD (không còn khe trống, nâng cấp thay thế)	Onboard	13.3 inch FHD	21599000	21499000
Laptop HP 340s G7 (36A36PA) (i7 1065G7/8GB RAM/256GB SSD/14 FHD/Win/Xám)	Laptop HP	Intel Core i7 1065G7	8GB (còn 1 khe ram trống)	256GB SSD (ko có slot trống, nâng cấp thay thế)	Onboard	14 inch FHD	21199000	20999000
"Laptop HP Envy 13-ba1535TU (4U6M4PA) (i7 1165G7/8GB RAM/512GB SSD/13.3""FHD/FP/Win10/Vàng)"	Laptop HP	Intel Core i7 1165G7	8GB	512GB SSD	Onboard	13.3 inch FHD	29999000	28999000
Laptop Asus ExpertBook B1400CEAE (i5 1135G7/8GB RAM/256GB SSD/14 FHD/Đen/Túi/Chuột)	Laptop Asus	Intel Core i5 1135G7	8GB	256GB SSD	Onboard	14 inch FHD	18199000	17999000
Laptop HP 340s G7 (240Q3PA) (i3 1005G1/4GB RAM/256GB SSD/14 HD/Win/Xám)	Laptop HP	Intel Core i3 1005G1	4GB (còn 1 khe ram trống)	256GB SSD (ko có slot trống, nâng cấp thay thế)	Onboard	14 inch HD	14499000	13699000
Laptop Asus VivoBook A515EA-BQ1530T (i3 1115G4/4GB RAM/512GB SSD/15.6 FHD/Win10/Bạc)	Laptop Asus	Intel Core i3 1115G4	4GB (trống 1 khe ram)	512GB SSD (có thể lắp thêm ổ 2.5)	Onboad	15.6 inch FHD	15499000	15399000
Laptop Asus VivoBook A515EA-BQ1532T (i3 1115G4/4GB RAM/512GB SSD/15.6 FHD/Win10/Đen)	Laptop Asus	Intel Core i3 1115G4	4GB (trống 1 khe ram)	512GB SSD (có thể lắp thêm ổ 2.5)	Onboard	15.6 inch FHD	15499000	15399000
Laptop Asus Gaming ROG Strix G513QM-HQ283T (R9 5900HX/16GB RAM/512GB SSD/15.6 WQHD 165hz/RTX 3060 6GB/Win10/Balo/Xám)	Laptop Asus	AMD R9 5900HX	16GB (2*8GB)	512GB SSD SSD (trống 1 khe M.2 NVMe™)	NVIDIA RTX 3060 6GB	15.6 inch WQHD 165Hz	42999000	39999000
Laptop Lenovo Legion 7 16ACHG6 (82N60038VN) (R7 5800H/16GB RAM/1TB SSD/16 WQXGA 165hz/RTX3060 6GB/Win/Xám)	Laptop Lenovo	AMD R7 5800H	16GB	1TB SSD	Nvidia RTX3060 6GB	16 WQXGA 165hz	51999000	50999000
Laptop Dell Inspiron 5410 2 in 1 (N4I5547W) (i5 1155G7/8GB RAM/512GB SSD/MX350 2G/14.0 inch FHD Touch/Bút cảm ứng/Win10+Office/Bạc) (2021)	Laptop Dell	Intel Core i5 1155G7	8GB (trống 1 khe ram)	512GB SSD  (không có khe trống, nâng cấp thay thế thay thế)	MX350 2G	14 inch FHD Touch	26989000	26689000
Laptop Dell Inspiron 3501 (i5 1035G4 12GB RAM/256GB SSD/15.6 inch FHD Touch/Win10/Đen) (NK_Bảo hành tại HACOM)	Laptop Dell	Intel Core i5 1035G4	12GB	256GB SSD	Onboard	15.6 inch FHD Cảm ứng	19489000	18689000
Laptop Dell Inspiron 3511 (i3 1115G4 4GB RAM/128GB SSD/15.6 inch FHD/Win10/Đen) (NK_Bảo hành tại HACOM)	Laptop Dell	Intel Core i3 1115G4	4GB	128GB SSD	Onboard	15.6 inch FHD	14989000	14689000
Laptop HP 340s G7 (240Q4PA) (i3 1005G1/4GB RAM/256GB SSD/14 FHD/Win/Xám)	Laptop HP	Intel Core i3 1005G1	4GB (2 khe ram)	256GB SSD (nâng cấp thay thế)	Onboard	14 inch FHD	14499000	13399000
Laptop HP 240 G8 (519A4PA) (i3 1005G1/4GB RAM/256GB SSD/14 HD/Win/Bạc)	Laptop HP	Intel Core i3 1005G1	4GB (còn 1 khe trống)	256GB SSD (có slot gắn ổ 2.5)	Onboard	14.0 inch FHD	14499000	13699000
Laptop MSI Modern 14 (B5M-064VN) (R5 5500U/8GB RAM/512GB SSD/14.0inch FHD/Win10/Xám) (2021)	Laptop MSI	AMD R5 5500U	8GB (còn 1 khe trống)	512GB SSD (update thay thế)	Onboard	14 inch FHD	17989000	17589000
Laptop Asus ExpertBook B9400CEA-KC0790T (i7 1165G7/16GB RAM/1TB SSD/14 FHD/Win/Đen/Túi)	Laptop Asus	Intel Core i7 1165G7	16GB	1TB SSD	Onboard	14 inch FHD	37999000	36999000
Laptop HP Elite Dragonfly (25W59AV) (i7 165G7/16GB RAM/512GB SSD/13.3 FHD Touch/Win Pro/Đen)	Laptop HP	Intel Core i7 165G7	16GB	512GB SSD	Onboard	13.3 FHD Touch	49999000	48499000
Laptop Dell Alienware Gaming M15 R6 (P109F001BBL) (i7 11800H/32GB RAM/1TB SSD/RTX3060 6G/15.6 inch FHD 165Hz/Win10+Office/Xám đậm) (2021)	Laptop Dell	Intel Core i7 11800H	32GB	1TB SSD	NVIDIA RTX3060 6G	15.6 inch FHD 165Hz	None	58499000
Laptop Dell Vostro 3510 (7T2YC1) (i5 1135G7/8GB/512GB SSD/15.6FHD/Win10+Office/Đen)	Laptop Dell	Intel Core i5 1135G7	8GB (còn 1 khe trống)	512GB SSD (có thể lắp thêm ổ 2.5 inch)	Onboard	15.6 inch FHD	22489000	21199000
Laptop Dell Inspiron 5410 2 in 1 (70262927) (i5 1135G7/8GB RAM/256GB SSD/ 14.0 inch FHD Touch/Bút cảm ứng/Win10+Office/Bạc) (2021)	Laptop Dell	Intel Core i5 1135G7	8GB (trống 1 khe ram)	512GB SSD  (không có khe trống, nâng cấp thay thế thay thế)	MX350 2G	14 inch FHD Touch	24989000	24489000
Laptop HP 14s-fq1080AU (4K0Z7PA) (R3 5300U/4GB RAM/256GB SSD/14 HD/Win10/Bạc)	Laptop HP	AMD R3 5300U	4GB	256GB SSD	Onboard	14 inch HD	13999000	12999000
Laptop Lenovo IdeaPad 5 15ITL05 (82FG016EVN) (Core i5 1135G7/8GB RAM/256GB SSD/15.6 FHD/Win11/Xám)	Laptop Lenovo	Intel Core i5 1135G7	8GB	256GB SSD	Onboard	15.6 inch FHD	18999000	18899000
Laptop Lenovo IdeaPad 3 14ITL6 (82H700DNVN) (i3 1115G4/8GB RAM/512GB SSD/14 FHD/Win10/Xám)	Laptop Lenovo	Intel Core i3 1115G4	8GB	512GB SSD	Onboard	14 inch FHD	15699000	15299000
Laptop Lenovo IdeaPad 3 15ITL6 (82H800M4VN) (Core i3 1115G4/8GB RAM/256GB SSD/15.6 FHD/Win11/Vàng cát)	Laptop Lenovo	Intel Core i3 1115G4	8GB	256GB SSD	Onboard	15.6 inch FHD	14999000	14499000
Laptop Lenovo Thinkpad X13 Gen 2 (20WK00CUVA) (i7 1165G7/8GB RAM/512GB SSD/13.3 QWGA/Dos/Đen)	Laptop Lenovo	Intel Core i7 1165G7	8GB	512GB SSD	Onboard	13.3 QWGA	36499000	34999000
Laptop Dell Inspiron N3511B  (P112F001BBL) (i5 1135G7/4GB RAM/512GB SSD/15.6 inch FHD/Win10+Office/Đen)	Laptop Dell	Intel Core i5 1135G7	4GB	512GB SSD	Intel Iris Xe Graphics	15.6 inch FHD	20989000	19799000
Laptop HP 245 G8 (469W0PA) (R3 5300U/4GB RAM/512GB SSD/14 HD/Win10/Bạc)	Laptop HP	AMD R3 5300U	4GB	512GB SSD	Onboard	14 inch HD	14499000	12999000
Laptop HP 15s-du1105TU (2Z6L3PA) (i3 10110U/4GB RAM/256GB SSD/15.6 HD/Win10/Bạc)	Laptop HP	Intel Core i3 10110U	4GB	256GB SSD	Onboard	15.6 HD	14499000	13199000
Laptop Asus ZenBook UX363EA-HP548T (i7 1165G7/16GB RAM/512GB SSD/13.3 FHD/Win10/Cáp/Túi/Xám)	Laptop Asus	Intel Core i7 1165G7	16GB	512GB SSD	Onboard	13.3 FHD Cảm ứng	33999000	33499000
Laptop Dell Inspiron 3501 (i3 1115G4 8GB RAM/128GB SSD/15.6inch FHD/Win10/Đen) (NK_Bảo hành tại HACOM)	Laptop Dell	Intel Core i3 1115G	8GB	128GB SSD	Onboard	15.6 inch FHD	15689000	15189000
Laptop Lenovo Thinkbook 13s Gen2 (20V9002FVN) (i5 1135G7/8GB RAM/512GB SSD/13.3 QWXGA/Win10/Xám)	Laptop Lenovo	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	13.3 QWXGA	23899000	23499000
Laptop Asus Gaming ROG Strix G513QR-HQ264T (R9 5900HX/16GB RAM/512GB SSD/15.6 WQHD 165hz/RTX 3070 8GB/Win10/Balo/Xám)	Laptop Asus	AMD R9 5900HX	16GB (2*8GB)	512GB SSD SSD (trống 1 khe M.2 NVMe™)	NVIDIA RTX 3070 8GB	15.6 inch WQHD 165hz	48999000	47999000
Laptop Asus ZenBook UX371EA-HL494TS (i7 1165G7/16GB RAM/1TB SSD/13.3 UDH Touch/Win10/Office/Cáp/Túi/Đen)	Laptop Asus	Intel Core i7 1165G7	16GB	1TB SSD	Onboard	13.3 4K Oled Cảm ứng	41999000	41499000
"Laptop HP Envy 13-ba1536TU (4U6M5PA) (i5 1135G7/8GB RAM/512GB SSD/13.3""FHD/FP/Win10/Vàng)"	Laptop HP	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	13.3 inch FHD	24049000	23999000
Laptop HP 240 G8 (518V7PA) (i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win/Bạc)	Laptop HP	Intel Core i5 1135G7	8GB (2 khe ram)	512GB SSD (có slot gắn ổ 2.5)	Onboard	14.0 inch FHD	19999000	18999000
Laptop HP 240 G8 (518W3PA) (i5 1135G7/4GB RAM/512GB SSD/14 FHD/Win/Bạc)	Laptop HP	Intel Core i5 1135G7	4GB (còn 1 khe trống)	512GB SSD (có slot gắn ổ 2.5)	Onboard	14.0 inch FHD	18999000	18299000
Laptop HP 240 G8 (519A8PA) (i3 1005G1/4GB RAM/512GB SSD/14 FHD/Win/Bạc)	Laptop HP	Intel Core i3 1005G1	4GB (còn 1 khe trống)	512GB SSD (có slot gắn ổ 2.5)	Onboard	14.0 inch HD	14999000	13999000
Laptop HP Pavilion 15-eg0505TX (46M03PA) (i5-1135G7/8GB RAM/512GB SSD/15.6 FHD/MX450 2GB/Win10/Vàng)	Laptop HP	Intel Core i5-1135G7	8GB (trống 1 khe ram)	512GB SSD (Nâng cấp thay thế)	Nvidia MX450 2GB	"15.6"" FHD"	21999000	21499000
Laptop HP Pavilion 15-eg0504TU (46M00PA) (i7-1165G7/8GB RAM/512GB SSD/15.6 FHD/Win10/Vàng)	Laptop HP	Intel Core i7-1165G7	8GB (trống 1 khe ram)	512GB SSD (Nâng cấp thay thế)	Onboard	"15.6"" FHD"	23999000	22999000
Laptop Acer Swift 3 SF314-511-59LV (NX.ABNSV.001) (i5-1135G7/16GB RAM/512GB SSD/14.0 inch FHD IPS 100% sRGB/Win10/Bạc) (Laptop chuẩn Intel EVO)	Laptop Acer	Intel Core i5-1135G7	16GB	512GB SSD	Onboard	14.0 inch FHD IPS 100% sRGB	22999000	22799000
Laptop Dell Vostro 5510 (70266006) (i5 11320H/8GB RAM/512GB SSD/15.6 inch FHD /Win10+Office HS 19/Xám) (2021)	Laptop Dell	Intel Core i5 11320H	8GB	512GB SSD	Onboard	15.6 inch FHD	23489000	22989000
Laptop Dell Vostro 5515(70262925) (R3 5300U 8GB RAM/256GB SSD/15.6 inch FHD/Win10+Office HS 19/Xám) (2021)	Laptop Dell	AMD R3 5300U	8GB	256GB SSD	Onboard	15.6 inch FHD	18989000	18789000
Laptop Asus X415EA-EK560T (i3 1115G4/4GB RAM/256GB SSD/14 FHD/Win 10/Xám)	Laptop Asus	Intel Core i3 1115G4	4GB	256GB SSD	Onboard	14 inch FHD	14199000	13699000
Laptop Lenovo Thinkpad L13 Gen 2 ITL (20VH0049VA) (i5 1135G7/8GB RAM/512GB SSD/13.3 FHD/Dos/Đen)	Laptop Lenovo	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	13.3 inch FHD	24499000	24299000
Laptop Lenovo Thinkpad L13 Gen 2 ITL (20VH004AVA) (i7 1165G7/8GB RAM/512GB SSD/13.3 FHD/Dos/Đen)	Laptop Lenovo	Intel Core i7 1165G7	8GB	512GB SSD	Onboard	13.3 inch FHD	27299000	27099000
Laptop Acer Gaming Aspire 7 A715-42G-R6ZR (NH.QAYSV.003) (R55500U/8GB RAM/512GB SSD/15.6 inch FHD 144Hz/GTX1650 4G/Win10/Đen) (2021)	Laptop Acer	AMD Ryzen 5 5500U	8GB	512GB SSD	NVIDIA  GTX1650 4G DDR6	15.6 inch FHD 144Hz	22999000	21499000
Laptop MSI Modern 14 (B11SBU-668VN) (i5-1155G7/8GB RAM/512GBSSD/MX450 2GB/14 inch FHD/Win 10/Xám) (2021)	Laptop MSI	Intel Core i5-1155G7	8GB	512GB SSD (update thay thế)	MX450 2GB	14 inch FHD	22989000	21999000
Laptop Lenovo IdeaPad 1 11IGL05 (81VT006FVN) (Pen N5030/4GB RAM/256GB SSD/11.6 HD/Win11/Xám)	Laptop Lenovo	Intel Pen N5030	4GB	256GB SSD	Onboard	11.6 HD	10049000	8999000
"Microsoft Surface Pro 7 (PUV-00025) (i5 1035G4/8GB RAM/256GB SSD/12.3""/Win10 Home/Đen)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core i5 1035G4	8GB	256GB SSD	Onboard	12.3 inch	27999000	24999000
Laptop Acer Gaming Aspire 7 A715-42G-R1SB (NH.QAYSV.005) (R5 5500U/8GB RAM/256GB SSD/15.6 inch FHD 144Hz/GTX1650 4G/Win10/Đen) (2021)	Laptop Acer	AMD Ryzen 5 5500U	8GB	256GB SSD	NVIDIA  GTX1650 4G DDR6	15.6 inch FHD 144Hz	21299000	20499000
Laptop Asus VivoBook A515EA-L11171T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/Win10/Đen)	Laptop Asus	Intel Core i5 1135G7	8GB (2 khe ram)	512GB SSD (có thể lắp thêm ổ 2.5)	Onboard	15.6 inch FHD	20099000	19999000
Laptop Asus ZenBook UX482EA-KA268T (i7 1165G7/16GB RAM/1TB SSD/14 FHD Cảm ứng/Win10/Bút/Túi/Xanh)	Laptop Asus	Intel Core i7 1165G7	16GB	1TB SSD	Onboard	14 inch FHD Cảm ứng	39999000	39499000
Laptop Asus ZenBook UX482EA-KA274T (i5 1135G7/8GB RAM/512GB SSD/14 FHD Touch/Win10/Bút/Túi/Xanh)	Laptop Asus	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	14 inch FHD Cảm ứng	32999000	32499000
Laptop HP Pavilion 14-dv0510TU (46L79PA) (i5-1135G7/8GB RAM/512GB SSD/14 FHD/Win11/Vàng)	Laptop HP	Intel Core i5-1135G7	8GB RAM	512GB SSD	Onboard	"14"" FHD"	20049000	18999000
Laptop Asus Gaming ROG Zephyrus GA503QC-HN074T (R9 5900HS/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win10/Balo/Xám)	Laptop Asus	AMD R9 5900HS	16GB (2*8)	512GB SSD	NVIDIA RTX 3050 4GB	15.6 FHD 144hz	33999000	33899000
Laptop MSI Gaming Bravo 15 (B5DD-264VN) (R7-5800H/8GB RAM/512GB SSD/RX5500M 4GB/15.6 inch FHD/Win 11/Đen) (2021)	Laptop MSI	AMD Ryzen R7-5800H	8GB	512GB SSD	Radeon RX5500M 4GB	15.6 inch FHD	25989000	25489000
Laptop MSI Gaming Bravo 15 (B5DD-265VN) (R5-5600H/8GB RAM/512GB SSD/RX5500M 4GB/15.6 inch FHD/Win 11/Đen) (2021)	Laptop MSI	AMD Ryzen R5-5600H	8GB	512GB SSD	Radeon RX5500M 4GB	15.6 inch FHD	22989000	22489000
Laptop Dell Inspiron 5510 (0WT8R1) (i5 11300H/8GB RAM/256GB SSD/15.6 inch FHD /Win10+Office/Bạc) (2021)	Laptop Dell	Intel Core i5 11300H	8GB	256GB SSD	Onboard	15.6 inch FHD	23489000	22989000
Laptop HP 15-ef1300wm (4J5Q2UA)(R3 3250U/4GB RAM/128GB SSD/15.6 FHD/Win/Bạc)(NK_Bảo hành tại HACOM)	Laptop HP	AMD R3 3250U	4GB	128GB SSD	Onboard	15.6 FHD	11999000	11499000
Laptop Lenovo ThinkBook 15 G2 ITL (20VE006WVN) (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/DOS/Xám)	Laptop Lenovo	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	15.6 FHD	19999000	19899000
Laptop HP Pavilion 15-eg0542TU (4P5G9PA) ( i3-1125G4/4GB RAM/256GB SSD/15.6 FHD/Win11/Bạc)	Laptop HP	Intel Core i3-1125G4	4GB (trống 1 khe ram)	256GB SSD (Nâng cấp thay thế)	Onboard	"15.6"" FHD"	15299000	14999000
Laptop HP Pavilion 15-eg0541TU (4P5G8PA) ( i3-1125G4/4GB RAM/512GB SSD/15.6 FHD/Win11/Bạc)	Laptop HP	Intel Core i3-1125G4	4GB (trống 1 khe ram)	512GB SSD (Nâng cấp thay thế)	Onboard	"15.6"" FHD"	16049000	15799000
Laptop HP 240 G8 (519A7PA) (i3 1005G1/4GB RAM/256GB SSD/14 FHD/Win/Bạc)	Laptop HP	Intel Core i3 1005G1	4GB (còn 1 khe trống)	256GB SSD (có slot gắn ổ 2.5)	Onboard	14.0 inch FHD	13599000	13399000
Laptop Dell Alienware Gaming M15 R5 (70262921) (R9 5900HX/16GB RAM/1TB SSD/RTX3070 8G/15.6 inch FHD 165Hz/Win10+Office/Đen) (2021)	Laptop Dell	AMD R9 5900HX	16GB(2*8GB)	1TB SSD	NVIDIA RTX3070 8G	15.6 inch FHD 165Hz	None	58699000
Laptop Asus Gaming ROG Zephyrus GA401IHR-HZ009T (R7 4800H/8GB RAM/512GB SSD/14 FHD 144hz/GTX 1650 4GB/Win10/Túi/Xám)	Laptop Asus	AMD R7 4800H	8GB (trống 1 khe)	512GB SSD (không có khe trống, nâng cấp thay thế)	GTX 1650 4GB	14 inch FHD 144hz	28499000	27499000
"Microsoft Surface Pro 7 (VDV-00001/VDV-0007) (i5 1035G4/8GB RAM/128GB SSD/12.3""/Win10 Home/Bạc)(Bảo hành tại HACOM)Hàng thanh lý"	Microsoft Surface	Intel® Core™ i5-1035G4	8 GB				24239000	16999000
Laptop Lenovo IdeaPad 5 15ALC05 (82LN00CDVN) (R7 5700U/8GB RAM/512GB SSD/15.6 FHD/Win10/Xám)	Laptop Lenovo	AMD R7 5700U	8GB	512GB SSD	Onboard	15.6 inch FHD	18999000	18899000
Laptop Asus ExpertBook B5302FEA-LG0557T (i5 1135G7/8GB RAM/512GB SSD/13.3 FHD Touch/Bút/Win/Đen/Túi)	Laptop Asus	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	13.3 FHD Touch	24199000	23999000
Laptop Asus ExpertBook B5302FEA-LG0478T (i5 1135G7/8GB RAM/512GB SSD/13.3 FHD Touch/Bút/Win/Numpad/Led Key/Đen/Túi)	Laptop Asus	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	13.3 FHD Touch	24999000	24799000
Laptop Lenovo Legion 5-15ITH6 (82JK0036VN) (i5 11400H/8GB RAM/512GB SSD/15.6 FHD 165hz/RTX 3050 4G/Win/Xanh)	Laptop Lenovo	Intel Core i5 11400H	8GB	512GB SSD	Nvidia RTX 3050 4G	15.6 FHD 165hz	30999000	30499000
Laptop Lenovo Legion 5-15ITH6 (82JK0037VN) (i7 11800H/8GB RAM/512GB SSD/15.6 FHD 165hz/RTX 3050 4G/Win/Xanh)	Laptop Lenovo	Intel Core i7 11800H	8GB	512GB SSD	Nvidia RTX 3050 4G	15.6 FHD 165hz	34499000	33999000
Laptop MSI Modern 14 (B11MOU-848VN) (i7-1195G7/8GB RAM/512GB SSD/14inch FHD 72%NTSC /Win 10/Xám) (2021)	Laptop MSI	Intel Core i7-1195G7	8GB (2 khe ram)	512GB SSD (update thay thế)	Onboard	14inch FHD 72%NTSC	22489000	21989000
Laptop Asus Gaming ROG Strix G713QR-HG073T (R9 5900HX/16GB RAM/1TB SSD/17.3 FHD 300hz/RTX 3070 8GB/Win10/Balo/Xám)	Laptop Asus	AMD Ryzen 9 5900HX	16GB (2*8)	1TB SSD	NVIDIA RTX 3070 8GB	17.3 FHD 300hz	50999000	50499000
Laptop Lenovo V15 IIL (82C5A00TVN) (i7 1065G7/8GB RAM/512GB SSD/15.6 FHD/Dos/Xám)	Laptop Lenovo	Intel Core i7 1065G7	8GB	512GB SSD	Onboard	15.6 FHD	18999000	18499000
Laptop Asus X515EP-EJ268T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/MX330 2GB/Win 10/Bạc)	Laptop Asus	Intel core i5 1135G7	8GB	512GB SSD	NVIDIA MX330 2GB	15.6 inch FHD	19049000	18599000
Laptop Asus VivoBook A515EA-L12033T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD Oled/Win10/Đen)	Laptop Asus	Intel Core i5 1135G7	8GB (onboad + 1 khe ram)	512GB SSD (có thể lắp thêm ổ 2.5)	Onboard	15.6 FHD Oled	20049000	19999000
Laptop Asus Gaming TUF FX506HCB-HN141W (i7 11800H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win11/Xám)	Laptop Asus	Intel Core i7 11800H	8GB	512GB SSD	NVIDIA RTX 3050 4GB	15.6 FHD 144hz	28499000	27999000
Laptop HP Spectre X360 13 (ae516TU 3PP19PA) (i7 8550U/8GB RAM/256GB SSD/13.3 inch FHD/Win 10)	Laptop HP						None	40989000
Laptop Lenovo IdeaPad 530S-14IKB (81EU007QVN) (i5 8250U/4GB RAM/256GB SSD/14 inch FHD/Win 10/Đồng)	Laptop Lenovo						17499000	16599000
Laptop Asus ZenBook UX333FA-A4016T (i5 8265U/8GB RAM/256GB SSD/13.3 inch FHD/Win 10/Xanh)	Laptop Asus						22729000	21209000
Laptop HP ProBook 445 G6 6XP98PA (Ryzen 5 2500U/4GB RAM/1TB HDD/Radeon RX Vega/14 inch FHD/DOS)	Laptop HP	AMD Ryzen 5 2500U	4GB	1TB HDD	Radeon RX Vega	14 inch FHD	16149000	14139000
