Name,Producer,CPU,Ram,Type disk,Capacity,Type GPU,VRAM,Size Display,Relu Display,Price
laptop msi modern 15 (a11m-684vn) (i5 1155g7/8gb ram/512gb ssd/15.6inch fhd/win10/b?c) (2021),msi,I5,8,1,512,0,0,15.6,1920x1080,19244000
laptop msi modern 15 (a11mu-678vn) (i5 1155g7/8gb ram/512gb ssd/15.6inch fhd/win10/xám) (2021),msi,I5,8,1,512,0,0,15.6,1920x1080,19249000
laptop hp 340s g7 (36a37pa) (i7 1065g7/8gb ram/512gb ssd/14 fhd/win10/xám),hp,I7,8,1,512,0,0,13.3,2560x1600,21599000
laptop hp pavilion 15-eg0540tu (4p5g7pa) (i5-1135g7/8gb ram/256gb ssd/15.6 fhd/win10/b?c),hp,I5,8,1,256,0,0,15.6,1920x1080,19099000
laptop asus gaming tuf fx506hcb-hn139t (i5 11400h/8gb ram/512gb ssd/15.6 fhd 144hz/rtx 3050 4gb/win10/xám),asus,I5,8,1,512,1,4,15.6,1920x1080,25749000
laptop asus gaming tuf fa506qm-hn016t (r7 5800h/16gb ram/512gb ssd/15.6 fhd 144hz/rtx 3060 6gb/win10/xám),asus,R7,16,1,512,1,6,15.6,1920x1080,32349000
laptop asus gaming rog strix g713qr-k4148t (r9 5900hx/16gb ram/1tb ssd/17.3 fhd 165hz/rtx 3070 8gb/win10/balo/xám),asus,R9,16,1,1024,1,8,17.3,1920x1080,51499000
laptop acer swift 3 sf314-511-58th (nx.atqsv.001) (i5-1135g7/16gb ram/512gb ssd/14.0 inch fhd ips 100% srgb/win10/xanh) (2021),acer,I5,16,1,512,0,0,14,1920x1080,23849000
laptop acer swift x sfx14-41g-r61a (nx.au3sv.001) (r5 5600u/16gb ram/1tb ssd/rtx3050ti 4g/14.0 inch fhd ips/win10/vàng) (2021),acer,R5,16,1,1024,1,0,14,1920x1080,29889000
laptop msi modern 14 (b10mw-647vn) (i7 10510u/8gb ram/512gb ssd/14.0 inch fhd/win10/xám),msi,I7,8,1,512,0,0,13.3,2560x1600,19889000
laptop msi prestige 15 (a11sc-037vn) (i7 1185g7/16g ram/512gb ssd/15.6 inch fhd 100%srgb /gtx1650 4g max q/win10/xám) (2021),msi,I7,16,1,512,1,0,15.6,1920x1080,34839000
laptop msi modern 14 (b11mou-851vn) (i3 1115g4/8gb ram/256gb ssd/14.0 inch fhd/win10/xám),msi,I3,8,1,256,0,0,14,1920x1080,15049000
laptop hp gaming omen 16-b0142tx (4y0z8pa) (i5 11400h/16gb ram/1tb ssd+32gb/16.1 fhd/rtx 3050ti 4gb/win10/?en),hp,I5,16,1,1024,1,0,16.1,1920x1080,38999000
laptop hp gaming omen 16-b0141tx (4y0z7pa) (i5 11400h/16gb ram/1tb ssd+32gb/16.1 fhd/rtx 3060 6gb/win10/?en),hp,I5,16,1,1024,1,0,16.1,1920x1080,42999000
laptop hp gaming victus 16-e0175ax (4r0u8pa) (r5 5600h/8gb ram/512gb ssd/16.1 fhd 144hz/rtx 3050 4gb/win10/?en),hp,R5,8,1,512,1,0,16.1,1920x1080,24249000
laptop hp gaming victus 16-d0197tx (4r0t9pa) (i7 11800h/16gb ram/512gb ssd+32gb ssd/16.1 fhd 144hz/rtx 3060 6gb/win10/xanh),hp,I7,16,1,512,1,0,16.1,1920x1080,18999500
laptop lenovo yoga slim 7 14itl05 (82a300a6vn) (i7 1165g7/8gb ram/512gb ssd/14 fhd/win/tím),lenovo,I7,8,1,512,0,0,14,1920x1080,27499000
laptop lenovo yoga slim 7i pro 14iuh5o (82nh0011vn) (i7 11370hg/16gb ram/1tb ssd/14 oled/mx450 2gb/win/b?c),lenovo,I7,16,1,1024,0,0,4,2880x1800,35499000
laptop msi creator z16 (a11uet-218vn) (i9 11900h 32gb ram/1tb ssd/rtx3060 6g/16.0 inch qhd touch/win 10/xám) (2021),msi,I9,16,1,1024,1,0,16,1920x1080,33494500
laptop msi creator z16 (a11uet-217vn) (i7 11800h 32gb ram/1tb ssd/rtx3060 6g/16.0 inch qhd touch/win 10/xám) (2021),msi,I7,32,1,1024,1,0,16,1920x1080,30994500
laptop msi creator m16 (a11ud-694vn) (i7 11800h 16gb ram/1tb ssd/rtx3050ti 4g/16.0 inch qhd/win 10/?en) (2021),msi,I7,16,1,1024,1,0,16,1920x1080,19994500
laptop asus gaming rog strix g513im-hn057t (r7 4800h/16gb ram/512gb ssd/15.6 fhd 144hz/rtx3060 6gb/win10/xám),asus,R7,16,1,512,1,6,15.6,1920x1080,32749000
laptop asus vivobook a515ep-bq498t (i5 1135g7/8gb ram/512gb ssd/15.6 fhd/mx330 2gb/win10/b?c),asus,I5,8,1,512,1,2,15.6,1920x1080,20099000
laptop dell gaming g15 5515 (p105f004bgr) (r5 5600h/16gb ram/ 512gb ssd/rtx3050 4g/15.6 inch fhd 120hz/win10/xám),dell,R5,16,1,512,1,0,15.6,1920x1080,27839000
laptop dell vostro 3510 (p112f002abl) (i5 1135g7 8gb ram/512gb ssd/mx350 2g/15.6 inch fhd/win10/?en),dell,I5,8,1,512,1,0,15.6,1920x1080,23639000
laptop dell inspiron n3501 (p90f005dbl) (i3 1125g4 4gb ram/256gb ssd/15.6 inch fhd/win10/?en),dell,I3,4,1,256,0,0,15.6,1920x1080,15539000
laptop hp 340s g7 (36a35pa) (i5 1035g1/8gb ram/512gb ssd/14 fhd/win/xám),hp,I5,8,1,512,0,0,13.3,2560x1600,19149000
laptop lenovo legion 5 pro 16ith6h (82jd0046vn) (i7 11800h/16gb ram/512gb ssd/16 wqxga 165hz/rtx3060 6g/win/tr?ng),lenovo,I7,16,1,512,1,0,16,2560x1600,45499000
laptop hp 340s g7 (2g5c2pa) (i5 1035g1/4gb ram/256gb ssd/14 fhd/win/xám),hp,I5,4,1,256,0,0,13.3,2560x1600,18499000
laptop hp pavilion 15-eg0506tx (46m05pa) (i5-1135g7/8gb ram/512gb ssd/15.6 fhd/mx450 2gb/win10/b?c),hp,I5,8,1,512,1,2,15.6,1920x1080,21749000
laptop hp 14s-dq2544tu (46m22pa) (i5 1135g7/8gb ram/512gb ssd/14 hd/win10/b?c),hp,I5,8,1,512,0,0,14,1920x1080,18899000
laptop acer aspire 5 a514-54-38ac (nx.a29sv.001) (i3 1115g4/4gb ram/256gb ssd/14.0 inch fhd/ win 10/xanh),acer,I3,4,1,256,0,0,14,1920x1080,14239000
laptop acer aspire 3 a315-58-55f3 (nx.addsv.00a) (i5 1135g7/8gb ram/512gb ssd/15.6 inch fhd/ win 10/b?c),acer,I5,8,1,512,0,0,15.6,1920x1080,17339000
laptop lenovo ideapad 5 15itl05 (82fg00m5vn) (core i5 1135g7/8gb ram/512gb ssd/15.6 fhd/win10/xanh),lenovo,I5,8,1,512,0,0,15.6,1920x1080,19499000
laptop dell inspiron 5410 2 in 1 (j42f81) (i7 1165g7/16gb ram/512gb ssd/mx350 2g/14.0 inch fhd touch/bút c?m ?ng/win10+office/xám),dell,I7,16,1,512,0,0,13.3,2560x1600,29739000
laptop dell inspiron 7400 (ddxgd1) (i7 1165g7/16gb ram/512gb ssd/mx350gb 2g/14.5 inch qhd 100%sgrb /win10/b?c) (2021),dell,I7,16,1,512,1,,14.5,1920x1080,34239000
laptop asus gaming rog zephyrus s17 gx703hs-k4016t(i9 11900h/32gb ram/2tb ssd/17.3 wqhd 165hz/rtx 3080 16gb/win10/xám/balo/chu?t),asus,I9,32,1,2048,1,16,17.3,1920x1080,99499000
laptop asus gaming rog strix g513ic-hn002t (r7 4800h/8gb ram/512gb ssd/15.6 fhd/rtx 3050 4gb/win10/xám),asus,R7,8,1,512,1,4,15.6,1920x1080,27399000
laptop acer gaming nitro 5 eagle an515-57-5831 (nh.qdgsv.003) (i5 11400h/8gb ram/512gb ssd/rtx3060 6g/15.6 inch fhd 144hz/win 10/?en) (2021),acer,I5,8,1,512,1,0,15.6,1920x1080,32349000
laptop acer gaming nitro 5 eagle an515-57-720a (nh.qeqsv.004) (i7 11800h/8gb ram/512gb ssd/rtx3050ti 4g/15.6 inch fhd 144hz/win 11 m?i nh?t/?en) (2021),acer,I7,8,1,512,1,0,15.6,1920x1080,29749000
laptop hp 240 g8 (518v5pa) (i5 1135g7/4gb ram/256gb ssd/14 fhd/win/b?c),hp,I5,4,1,256,0,0,14,1920x1080,18599000
laptop hp pavilion 14-dv0512tu (46l81pa) (i5 1135g7/8gb ram/512gb ssd/14 fhd/win11/b?c),hp,I5,8,1,512,0,0,14,1920x1080,19999000
laptop hp probook 430 g8 (2h0n9pa) (i5 1135g7/8gb ram/512gb ssd /13.3 fhd/win/b?c),hp,I5,8,1,512,0,0,13.3,2560x1600,21549000
laptop hp 340s g7 (36a36pa) (i7 1065g7/8gb ram/256gb ssd/14 fhd/win/xám),hp,I7,8,1,256,0,0,13.3,2560x1600,21099000
"laptop hp envy 13-ba1535tu (4u6m4pa) (i7 1165g7/8gb ram/512gb ssd/13.3""fhd/fp/win10/vàng)",hp,I7,8,1,512,0,0,13.3,1920x1080,29499000
laptop asus expertbook b1400ceae (i5 1135g7/8gb ram/256gb ssd/14 fhd/?en/túi/chu?t),asus,I5,8,1,256,0,0,14,1920x1080,18099000
laptop hp 340s g7 (240q3pa) (i3 1005g1/4gb ram/256gb ssd/14 hd/win/xám),hp,I3,4,1,256,0,0,13.3,2560x1600,14099000
laptop asus vivobook a515ea-bq1530t (i3 1115g4/4gb ram/512gb ssd/15.6 fhd/win10/b?c),asus,I3,4,1,512,0,0,15.6,1920x1080,15449000
laptop asus vivobook a515ea-bq1532t (i3 1115g4/4gb ram/512gb ssd/15.6 fhd/win10/?en),asus,I3,4,1,512,0,0,15.6,1920x1080,15449000
laptop asus gaming rog strix g513qm-hq283t (r9 5900hx/16gb ram/512gb ssd/15.6 wqhd 165hz/rtx 3060 6gb/win10/balo/xám),asus,R9,16,1,512,1,6,15.6,1920x1080,41499000
laptop lenovo legion 7 16achg6 (82n60038vn) (r7 5800h/16gb ram/1tb ssd/16 wqxga 165hz/rtx3060 6gb/win/xám),lenovo,R7,16,1,1024,1,6,16,1920x1080,51499000
laptop dell inspiron 5410 2 in 1 (n4i5547w) (i5 1155g7/8gb ram/512gb ssd/mx350 2g/14.0 inch fhd touch/bút c?m ?ng/win10+office/b?c) (2021),dell,I5,8,1,512,0,0,13.3,2560x1600,26839000
laptop dell inspiron 3501 (i5 1035g4 12gb ram/256gb ssd/15.6 inch fhd touch/win10/?en) (nk_b?o hành t?i hacom),dell,I5,12,1,256,0,0,15.6,1920x1080,19089000
laptop dell inspiron 3511 (i3 1115g4 4gb ram/128gb ssd/15.6 inch fhd/win10/?en) (nk_b?o hành t?i hacom),dell,I3,4,1,128,0,0,15.6,1920x1080,14839000
laptop hp 340s g7 (240q4pa) (i3 1005g1/4gb ram/256gb ssd/14 fhd/win/xám),hp,I3,4,1,256,0,0,14,1920x1080,13949000
laptop hp 240 g8 (519a4pa) (i3 1005g1/4gb ram/256gb ssd/14 hd/win/b?c),hp,I3,4,1,256,0,0,14,1920x1080,14099000
laptop msi modern 14 (b5m-064vn) (r5 5500u/8gb ram/512gb ssd/14.0inch fhd/win10/xám) (2021),msi,R5,8,1,512,0,0,14,1920x1080,17789000
laptop asus expertbook b9400cea-kc0790t (i7 1165g7/16gb ram/1tb ssd/14 fhd/win/?en/túi),asus,I7,16,1,1024,0,0,14,1920x1080,37499000
laptop hp elite dragonfly (25w59av) (i7 165g7/16gb ram/512gb ssd/13.3 fhd touch/win pro/?en),hp,I7,16,1,512,0,0,13.3,1920x1080,49249000
laptop dell alienware gaming m15 r6 (p109f001bbl) (i7 11800h/32gb ram/1tb ssd/rtx3060 6g/15.6 inch fhd 165hz/win10+office/xám ??m) (2021),dell,I7,32,1,1024,1,0,15.6,1920x1080,29249500
laptop dell vostro 3510 (7t2yc1) (i5 1135g7/8gb/512gb ssd/15.6fhd/win10+office/?en),dell,I5,8,1,512,0,0,15.6,1920x1080,21844000
laptop dell inspiron 5410 2 in 1 (70262927) (i5 1135g7/8gb ram/256gb ssd/ 14.0 inch fhd touch/bút c?m ?ng/win10+office/b?c) (2021),dell,I5,8,1,512,0,0,13.3,2560x1600,24739000
laptop hp 14s-fq1080au (4k0z7pa) (r3 5300u/4gb ram/256gb ssd/14 hd/win10/b?c),hp,R3,4,1,256,0,0,14,1920x1080,13499000
laptop lenovo ideapad 5 15itl05 (82fg016evn) (core i5 1135g7/8gb ram/256gb ssd/15.6 fhd/win11/xám),lenovo,I5,8,1,256,0,0,15.6,1920x1080,18949000
laptop lenovo ideapad 3 14itl6 (82h700dnvn) (i3 1115g4/8gb ram/512gb ssd/14 fhd/win10/xám),lenovo,I3,8,1,512,0,0,14,1920x1080,15499000
laptop lenovo ideapad 3 15itl6 (82h800m4vn) (core i3 1115g4/8gb ram/256gb ssd/15.6 fhd/win11/vàng cát),lenovo,I3,8,1,256,0,0,15.6,1920x1080,14749000
laptop lenovo thinkpad x13 gen 2 (20wk00cuva) (i7 1165g7/8gb ram/512gb ssd/13.3 qwga/dos/?en),lenovo,I7,8,1,512,0,0,13.3,1920x1080,35749000
laptop dell inspiron n3511b  (p112f001bbl) (i5 1135g7/4gb ram/512gb ssd/15.6 inch fhd/win10+office/?en),dell,I5,4,1,512,0,0,15.6,1920x1080,20394000
laptop hp 245 g8 (469w0pa) (r3 5300u/4gb ram/512gb ssd/14 hd/win10/b?c),hp,R3,4,1,512,0,0,14,1920x1080,13749000
laptop hp 15s-du1105tu (2z6l3pa) (i3 10110u/4gb ram/256gb ssd/15.6 hd/win10/b?c),hp,I3,4,1,256,0,0,15.6,1920x1080,13849000
laptop asus zenbook ux363ea-hp548t (i7 1165g7/16gb ram/512gb ssd/13.3 fhd/win10/cáp/túi/xám),asus,I7,16,1,512,0,0,13.3,1920x1080,33749000
laptop dell inspiron 3501 (i3 1115g4 8gb ram/128gb ssd/15.6inch fhd/win10/?en) (nk_b?o hành t?i hacom),dell,I3,8,1,128,0,0,15.6,1920x1080,15439000
laptop lenovo thinkbook 13s gen2 (20v9002fvn) (i5 1135g7/8gb ram/512gb ssd/13.3 qwxga/win10/xám),lenovo,I5,8,1,512,0,0,13.3,1920x1080,23699000
laptop asus gaming rog strix g513qr-hq264t (r9 5900hx/16gb ram/512gb ssd/15.6 wqhd 165hz/rtx 3070 8gb/win10/balo/xám),asus,R9,16,1,512,1,8,15.6,1920x1080,48499000
laptop asus zenbook ux371ea-hl494ts (i7 1165g7/16gb ram/1tb ssd/13.3 udh touch/win10/office/cáp/túi/?en),asus,I7,16,1,1024,0,0,13.3,1920x1080,41749000
"laptop hp envy 13-ba1536tu (4u6m5pa) (i5 1135g7/8gb ram/512gb ssd/13.3""fhd/fp/win10/vàng)",hp,I5,8,1,512,0,0,13.3,1920x1080,24024000
laptop hp 240 g8 (518v7pa) (i5 1135g7/8gb ram/512gb ssd/14 fhd/win/b?c),hp,I5,8,1,512,0,0,14,1920x1080,19499000
laptop hp 240 g8 (518w3pa) (i5 1135g7/4gb ram/512gb ssd/14 fhd/win/b?c),hp,I5,4,1,512,0,0,14,1920x1080,18649000
laptop hp 240 g8 (519a8pa) (i3 1005g1/4gb ram/512gb ssd/14 fhd/win/b?c),hp,I3,4,1,512,0,0,14,1920x1080,14499000
laptop hp pavilion 15-eg0505tx (46m03pa) (i5-1135g7/8gb ram/512gb ssd/15.6 fhd/mx450 2gb/win10/vàng),hp,I5,8,1,512,1,2,15.6,1920x1080,21749000
laptop hp pavilion 15-eg0504tu (46m00pa) (i7-1165g7/8gb ram/512gb ssd/15.6 fhd/win10/vàng),hp,I7,8,1,512,0,0,15.6,1920x1080,23499000
laptop acer swift 3 sf314-511-59lv (nx.abnsv.001) (i5-1135g7/16gb ram/512gb ssd/14.0 inch fhd ips 100% srgb/win10/b?c) (laptop chu?n intel evo),acer,I5,16,1,512,0,0,14,1920x1080,22899000
laptop dell vostro 5510 (70266006) (i5 11320h/8gb ram/512gb ssd/15.6 inch fhd /win10+office hs 19/xám) (2021),dell,I5,8,1,512,0,0,15.6,1920x1080,23239000
laptop dell vostro 5515(70262925) (r3 5300u 8gb ram/256gb ssd/15.6 inch fhd/win10+office hs 19/xám) (2021),dell,R3,8,1,256,0,0,15.6,1920x1080,18889000
laptop asus x415ea-ek560t (i3 1115g4/4gb ram/256gb ssd/14 fhd/win 10/xám),asus,I3,4,1,256,0,0,14,1920x1080,13949000
laptop lenovo thinkpad l13 gen 2 itl (20vh0049va) (i5 1135g7/8gb ram/512gb ssd/13.3 fhd/dos/?en),lenovo,I5,8,1,512,0,0,13.3,1920x1080,24399000
laptop lenovo thinkpad l13 gen 2 itl (20vh004ava) (i7 1165g7/8gb ram/512gb ssd/13.3 fhd/dos/?en),lenovo,I7,8,1,512,0,0,13.3,1920x1080,27199000
laptop acer gaming aspire 7 a715-42g-r6zr (nh.qaysv.003) (r55500u/8gb ram/512gb ssd/15.6 inch fhd 144hz/gtx1650 4g/win10/?en) (2021),acer,R5,8,1,512,1,0,15.6,1920x1080,22249000
laptop msi modern 14 (b11sbu-668vn) (i5-1155g7/8gb ram/512gbssd/mx450 2gb/14 inch fhd/win 10/xám) (2021),msi,I5,8,1,512,0,0,14,1920x1080,22494000
laptop lenovo ideapad 1 11igl05 (81vt006fvn) (pen n5030/4gb ram/256gb ssd/11.6 hd/win11/xám),lenovo,N5030,4,1,256,0,0,11.6,1920x1080,9524000
"microsoft surface pro 7 (puv-00025) (i5 1035g4/8gb ram/256gb ssd/12.3""/win10 home/?en)(b?o hành t?i hacom)",surface,I5,8,1,256,0,0,12.3,1920x1080,26499000
laptop acer gaming aspire 7 a715-42g-r1sb (nh.qaysv.005) (r5 5500u/8gb ram/256gb ssd/15.6 inch fhd 144hz/gtx1650 4g/win10/?en) (2021),acer,R5,8,1,256,1,0,15.6,1920x1080,20899000
laptop asus vivobook a515ea-l11171t (i5 1135g7/8gb ram/512gb ssd/15.6 fhd/win10/?en),asus,I5,8,1,512,0,0,15.6,1920x1080,20049000
laptop asus zenbook ux482ea-ka268t (i7 1165g7/16gb ram/1tb ssd/14 fhd c?m ?ng/win10/bút/túi/xanh),asus,I7,16,1,1024,0,0,14,1920x1080,39749000
laptop asus zenbook ux482ea-ka274t (i5 1135g7/8gb ram/512gb ssd/14 fhd touch/win10/bút/túi/xanh),asus,I5,8,1,512,0,0,14,1920x1080,32749000
laptop hp pavilion 14-dv0510tu (46l79pa) (i5-1135g7/8gb ram/512gb ssd/14 fhd/win11/vàng),hp,I5,8,1,512,0,0,14,1920x1080,19524000
laptop asus gaming rog zephyrus ga503qc-hn074t (r9 5900hs/16gb ram/512gb ssd/15.6 fhd 144hz/rtx 3050 4gb/win10/balo/xám),asus,R9,16,1,512,1,4,15.6,1920x1080,33949000
laptop msi gaming bravo 15 (b5dd-264vn) (r7-5800h/8gb ram/512gb ssd/rx5500m 4gb/15.6 inch fhd/win 11/?en) (2021),msi,R7,8,1,512,0,0,15.6,1920x1080,25739000
laptop msi gaming bravo 15 (b5dd-265vn) (r5-5600h/8gb ram/512gb ssd/rx5500m 4gb/15.6 inch fhd/win 11/?en) (2021),msi,R5,8,1,512,0,0,15.6,1920x1080,22739000
laptop dell inspiron 5510 (0wt8r1) (i5 11300h/8gb ram/256gb ssd/15.6 inch fhd /win10+office/b?c) (2021),dell,I5,8,1,256,0,0,15.6,1920x1080,23239000
laptop hp 15-ef1300wm (4j5q2ua)(r3 3250u/4gb ram/128gb ssd/15.6 fhd/win/b?c)(nk_b?o hành t?i hacom),hp,R3,4,1,128,0,0,15.6,1920x1080,11749000
laptop lenovo thinkbook 15 g2 itl (20ve006wvn) (i5 1135g7/8gb ram/512gb ssd/15.6 fhd/dos/xám),lenovo,I5,8,1,512,0,0,15.6,1920x1080,19949000
laptop hp pavilion 15-eg0542tu (4p5g9pa) ( i3-1125g4/4gb ram/256gb ssd/15.6 fhd/win11/b?c),hp,I3,4,1,256,0,0,15.6,1920x1080,15149000
laptop hp pavilion 15-eg0541tu (4p5g8pa) ( i3-1125g4/4gb ram/512gb ssd/15.6 fhd/win11/b?c),hp,I3,4,1,512,0,0,15.6,1920x1080,15924000
laptop hp 240 g8 (519a7pa) (i3 1005g1/4gb ram/256gb ssd/14 fhd/win/b?c),hp,I3,4,1,256,0,0,14,1920x1080,13499000
laptop dell alienware gaming m15 r5 (70262921) (r9 5900hx/16gb ram/1tb ssd/rtx3070 8g/15.6 inch fhd 165hz/win10+office/?en) (2021),dell,R9,16,1,1024,1,0,15.6,1920x1080,29349500
laptop asus gaming rog zephyrus ga401ihr-hz009t (r7 4800h/8gb ram/512gb ssd/14 fhd 144hz/gtx 1650 4gb/win10/túi/xám),asus,R7,8,1,512,0,0,13.3,2560x1600,27999000
laptop lenovo ideapad 5 15alc05 (82ln00cdvn) (r7 5700u/8gb ram/512gb ssd/15.6 fhd/win10/xám),lenovo,R7,8,1,512,0,0,15.6,1920x1080,18949000
laptop asus expertbook b5302fea-lg0557t (i5 1135g7/8gb ram/512gb ssd/13.3 fhd touch/bút/win/?en/túi),asus,I5,8,1,512,0,0,13.3,1920x1080,24099000
laptop asus expertbook b5302fea-lg0478t (i5 1135g7/8gb ram/512gb ssd/13.3 fhd touch/bút/win/numpad/led key/?en/túi),asus,I5,8,1,512,0,0,13.3,1920x1080,24899000
laptop lenovo legion 5-15ith6 (82jk0036vn) (i5 11400h/8gb ram/512gb ssd/15.6 fhd 165hz/rtx 3050 4g/win/xanh),lenovo,I5,8,1,512,1,0,15.6,1920x1080,30749000
laptop lenovo legion 5-15ith6 (82jk0037vn) (i7 11800h/8gb ram/512gb ssd/15.6 fhd 165hz/rtx 3050 4g/win/xanh),lenovo,I7,8,1,512,1,0,15.6,1920x1080,34249000
laptop msi modern 14 (b11mou-848vn) (i7-1195g7/8gb ram/512gb ssd/14inch fhd 72%ntsc /win 10/xám) (2021),msi,I7,8,1,512,0,0,14,1920x1080,22239000
laptop asus gaming rog strix g713qr-hg073t (r9 5900hx/16gb ram/1tb ssd/17.3 fhd 300hz/rtx 3070 8gb/win10/balo/xám),asus,R9,16,1,1024,1,8,17.3,1920x1080,50749000
laptop lenovo v15 iil (82c5a00tvn) (i7 1065g7/8gb ram/512gb ssd/15.6 fhd/dos/xám),lenovo,I7,8,1,512,0,0,15.6,1920x1080,18749000
laptop asus x515ep-ej268t (i5 1135g7/8gb ram/512gb ssd/15.6 fhd/mx330 2gb/win 10/b?c),asus,I5,8,1,512,1,2,15.6,1920x1080,18824000
laptop asus vivobook a515ea-l12033t (i5 1135g7/8gb ram/512gb ssd/15.6 fhd oled/win10/?en),asus,I5,8,1,512,0,0,15.6,1920x1080,20024000
laptop asus gaming tuf fx506hcb-hn141w (i7 11800h/8gb ram/512gb ssd/15.6 fhd 144hz/rtx 3050 4gb/win11/xám),asus,I7,8,1,512,1,4,15.6,1920x1080,28249000
laptop hp probook 445 g6 6xp98pa (ryzen 5 2500u/4gb ram/1tb hdd/radeon rx vega/14 inch fhd/dos),hp,R5,4,0,1024,0,0,14,1920x1080,15144000
laptop asus rog zephyrus s gx502gw-es021t (i7 9750h/16gb ram/512gb ssd/15.6 inch fhd/rtx 2070 8gb/win 10/?en),asus,I7,16,1,512,0,0,15.6,1920x1080,58499000
laptop asus x509fa-ej103t (i5 8265u/4gb ram/512gb ssd/15.6 inch fhd/fp/win 10/b?c),asus,I5,4,1,512,0,0,15.6,1920x1080,14349000
laptop asus s330fa-ey005t (i5 8265u/8gb ram/256gb ssd/13.3 inch fhd/fp/win 10/b?c),asus,I5,8,1,256,0,0,13.3,1920x1080,18684000
laptop asus s15 s530fn-bq139t (i7 8565u/8g ram/1tb hdd/15.6 inch fhd/mx150 2gb/fp/win 10/xám),asus,I7,8,0,1024,1,2,15.6,1920x1080,22274000
laptop asus vivobook a512da-ej418t (r7 3700u/8gb ram/512gb ssd/15.6 inch fhd/fp/win 10/b?c),asus,R7,8,1,512,0,0,15.6,1920x1080,17069000
laptop hp probook 440 g6 8az16pa (i5 8265u/8gb ram/256gb ssd/14 inch fhd/dos),hp,I5,8,1,256,0,0,14,1920x1080,18234000
laptop hp probook 450 g6 8az17pa (i5 8265u/8gb ram/256 gb ssd/15.6 inch fhd/dos),hp,I5,8,1,256,0,0,15.6,1920x1080,18234000
laptop msi prestige 14 a10ras 220vn (i7 10510u/16gb ram/512gb ssd/14.0 inch fhd/ mx 330 2g//win10/xám),msi,I7,16,1,512,1,0,14,1920x1080,27719000
laptop msi prestige 15 a10sc-222vn (i7 10710u/16gb ram/gtx 1650 max q 4gb/512gb ssd/15.6 inch fhd/win 10),msi,I7,16,1,512,1,4,15.6,1920x1080,16409500
microsoft surface pro 7 (i3 1005/4gb ram/128gb ssd/12.3 inch pixelsense c?m ?ng/win 10 home/?en),surface,I3,4,1,128,0,0,12.3,1920x1080,20199000
laptop lenovo thinkbook 15-iml (20rw0091vn) (i5 10210u/4gb ram/256gb ssd/15.6 inch fhd/dos/xám),lenovo,I5,4,1,256,0,0,15.6,1920x1080,14799000
laptop fujitsu lifebook e549 (l00e549vn00000080) (i5 8265u/4gbram/256gb ssd/14.0/dos)(japan),fujitsu,I5,4,1,256,0,0,14,1920x1080,10099500
laptop fujitsu lifebook e559 (l00e559vn00000049) (i5 8265u/8gbram/256gb ssd/15.6/dos) (japan),fujitsu,I5,8,1,256,0,0,15.6,1920x1080,10704500
laptop fujitsu lifebook u749 (l00u749vn00000071) (i7 8565u/8gbram/512gb ssd/14.0fhd/dos) (japan),fujitsu,I7,8,1,512,0,0,14,1920x1080,16004500
laptop fujitsu lifebook u729 (l00u729vn00000064) (i5 8265u/8gbram/512gb ssd/12.5fhdt/dos) (japan),fujitsu,I5,8,1,512,0,0,12.5,1920x1080,15804500
laptop msi p75 creator 9sf (i9 9880h/ 32gb ram/1tb ssd/rtx2070 8g maxq/17.3 inch uhd 4k/win 10),msi,I9,32,1,1024,1,0,17.3,1920x1080,40394500
laptop msi p65 creator 9se (i7 9750h/16gb ram/512gb ssd/rtx2060 6g/15.6 inch uhd 4k/win 10),msi,I7,16,1,512,1,0,15.6,1920x1080,25244500
laptop msi gaming gl65 leopard 10sek (235vn) (i7-10750h/16gb ram/1tbssd/rtx 2060 6g/15.6 inch fhd 144hz/win 10/?en) (2020),msi,I7,16,1,1024,1,6,15.6,1920x1080,18379500
laptop gaming  msi gl65 leopard 10sdk (242vn) (i7-10750h/16gb ram/512gb ssd/gtx 1660ti/15.6 inch fhd/win 10/?en) (2020),gaming,I7,16,1,512,1,0,15.6,1920x1080,32919000
laptop msi gaming ge75 raider 10sfs (270vn) (i9 10980hk/16gb ram/ 512gb ssd+1tb hdd/rtx 2070 super 8g/17.3 inch fhd 240hz/ win10),msi,I9,16,1,512,1,0,17.3,1920x1080,66144000
"microsoft surface go 2 (stq-00001) (intel 4425y/8gb ram/128gb ssd/10.5""/win10/b?c)(b?o hành t?i hacom)",surface,4425Y,8,1,128,0,0,10.5,1920x1080,15934000
"microsoft surface go 2 (mhm-00001) (intel core m3/8gb ram/128gb ssd/10.5""/win10/b?c)(b?o hành t?i hacom)",surface,M3,8,1,128,0,0,10.5,1920x1080,18344000
"microsoft surface go 2 (intel core m3/8gb ram/128gb ssd/10.5""/win10/lte/b?c)(b?o hành t?i hacom)",surface,M3,8,1,128,0,0,10.5,1920x1080,22974000
"microsoft surface go 2 (stv-00001) (intel 4425y/4gb ram/64gb ssd/10.5""/win10/b?c)(b?o hành t?i hacom)",surface,4425Y,4,1,64,0,0,10.5,1920x1080,13824000
apple macbook pro 13 touchbar (mwp82) (i5 2.0ghz/16gb ram/1tb ssd/13.3inch ips/mac os/b?c) (2020),macbook,I5,16,1,1024,0,0,13.3,2560x1600,55034000
