Name,Producer,CPU,Ram,Type disk,Capacity,Type GPU,VRAM,Size Display,Relu Display,Price
laptop msi creator z16 a11uet 217vn (core i7-11800h | 32gb | 1tb ssd | rtx 3060 max-q 6gb | 16 inch qhd+ | win 10 | lunar gray),msi,I7,32,1,1024,1,6,16,2560x1600,61490000
laptop asus vivobook a515ea-bq1532t (core™ i3-1115g4 | 4gb | 512gb | intel® uhd | 15.6-inch fhd | win 10 | ?en),asus,I3,4,1,512,0,0,15.6,1920x1080,15540000
laptop dell inspiron 5301 70232601,dell,I7,8,0,512,1,2,13.3,1920x1080,26790000
laptop asus x415ma-bv088t (pentium n5030/ram 4gb/256gb ssd/intel® uhd/14.0 inch/b?c/win10),asus,N5030,4,1,256,0,0,14,1920x1080,9240000
laptop msi pulse gl76 11uek 048vn (core i7-11800h | 16gb | 1tb | rtx 3060 6gb | 17.3 inch fhd | win 10 | xám),msi,I7,16,1,1024,1,6,17.3,1920x1080,44440000
laptop hp 14s-fq1080au 4k0z7pa (ryzen 3-5300u | 4gb | 256gb | radeon vega | 14 inch hd | win 10 | b?c),hp,R3,4,0,256,0,0,14,1366x768,12490000
laptop asus vivobook s14 s433ea-am439t (core i5/ram 8gb/512gb ssd/14.0 inch/intel iris/?en/win10),asus,I5,8,1,512,0,0,14,1920x1080,19940000
laptop asus vivobook x415ea-eb265t (core i5-1135g7 | 4gb | 512gb | intel iris xe | 14.0-inch fhd | win 10 | b?c)),asus,I5,4,1,512,0,0,14,1920x1080,17140000
laptop dell inspiron 14 5410 j42f81 (core i7-1165g7 | 16gb | 512gb | mx350 2gb | 14.0 inch fhd | win 10 + office | b?c),dell,I7,16,1,512,1,2,14,1920x1080,31490000
laptop hp pavilion 14-dv0511tu 46l80pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 14 inch fhd | win 10 | pink),hp,I5,8,1,512,0,0,14,1920x1080,19640000
laptop hp 15s-fq2558tu 46m26pa (core i7-1165g7 | 8gb | 512gb | intel iris xe | 15.6 inch hd | win 10 | b?c),hp,I7,8,1,512,0,0,15.6,1920x1080,19840000
laptop hp 240 g8 3d0e8pa (core i7-1165g7 | 8gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | b?c),hp,I7,8,1,512,0,0,14,1920x1080,22640000
laptop hp 240 g8 d3h7pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | b?c),hp,I5,8,1,512,0,0,14,1920x1080,18690000
laptop hp 240 g8 3d3h6pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 14.0 inch fhd | win 10 | b?c),hp,I5,8,1,256,0,0,14,1920x1080,17840000
laptop hp 240 g8 3d0e3pa (core i5-1135g7 | 4gb | 256gb | intel iris xe | 14.0 inch fhd | freedos | b?c),hp,I5,4,1,256,0,0,14,1920x1080,8845000
laptop dell inspiron 7501 n5i5012w,dell,I5,8,1,512,1,4,15.6,1920x1080,29790000
laptop dell vostro 3400 70235020,dell,I3,8,1,256,0,0,14,1920x1080,14295000
laptop hp 240 g8 3d0e1pa (core i5-1135g7 | 4gb | 256gb | intel iris xe | 14.0 inch fhd | win 10 | b?c),hp,I5,4,1,256,0,0,14,1920x1080,17040000
laptop lenovo thinkbook 14s yoga itl 20we004fvn (core i7-1165g7 | 16gb | 512gb | intel iris xe | 14 inch fhd | c?m ?ng | win 10 | xám),lenovo,I7,16,1,512,0,0,14,1920x1080,8395000
laptop asus vivobook s533ea-bn293t (core i5-1135g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | win 10 | ?en),asus,I5,8,1,512,0,0,15.6,1920x1080,20490000
laptop asus vivobook s15 s533eq-bn338t (core i5-1135g7 | 8gb | 512gb | mx350 2gb | 15.6 inch fhd | win 10 | ?en),asus,I5,8,1,512,1,2,15.6,1920x1080,22690000
laptop asus vivobook s15 s533eq-bq011t,asus,I5,8,1,512,1,2,15.6,1920x1080,21540000
laptop asus vivobook f512- uh31t (core i3-1005g1 | 4gb | 128gb | intel uhd | 15.6-inch fhd | win 10 | ?en nh?p kh?u chính hãng),asus,I3,4,1,128,0,0,15.6,1920x1080,12940000
laptop hp 14s-dq2545tu 46m23pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 14 inch hd | win 10 | b?c),hp,I5,8,1,256,0,0,14,1366x768,17540000
laptop lenovo legion 5 15ach6h 82jw0037vn (ryzen 5-5600h | 8gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 10 | xanh),lenovo,R5,8,1,512,1,4,15.6,1920x1080,29445000
laptop hp probook 440 g8 2z6j6pa (core i7-1165g7 | 16gb | 512gb | intel® iris® xe | 14.0 inch fhd | win 10 | b?c),hp,I7,16,1,512,0,0,14,1920x1080,27640000
laptop hp probook 430 g8 2h0p0pa (core i7-1165g7 | 8gb | 512gb | intel iris xe | 13.3 inch fhd | win 10 | b?c),hp,I7,8,1,512,0,0,13.3,1920x1080,25690000
laptop lenovo v15 g2 itl 82kb00cvvn (core™ i5-1135g7 | 8gb | 512gb | mx350 2gb | 15.6 inch fhd | win 10 | ?en),lenovo,I5,8,1,512,1,2,15.6,1920x1080,19490000
laptop lenovo v15 g2 itl 82kb00csvn (core™ i7-1165g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | freedos | ?en),lenovo,I7,8,1,512,0,0,15.6,1920x1080,20295000
laptop lenovo thinkpad t14s gen 1 20t0s01r00,lenovo,I7,8,1,512,0,0,14,1920x1080,35740000
laptop lenovo legion 5 15arh05 82b500guvn,lenovo,R5,8,1,512,1,4,15.6,1920x1080,24990000
laptop lenovo legion 7 15imhg05 81yu007jvn,lenovo,I7,16,1,1024,1,6,15.6,1920x1080,54490000
laptop lenovo legion 5 15arh05h 82b100bjvn (ryzen 7-4800h | 8gb | 512gb | gtx 1660 ti 6gb | 15.6 inch fhd | win 10 | ?en),lenovo,R7,8,1,512,1,6,15.6,1920x1080,28490000
laptop lenovo yoga slim 7 pro 14ach5 82n5001jvn (ryzen 7-5800h | 16gb | 1tb ssd | amd radeon | 14.0 inch 2.8k | win 10 | b?c),lenovo,R7,16,1,1024,0,0,14,2880x1800,29740000
laptop lenovo legion 5 15imh05 82au00prvn (core i7-10750h | 16gb | 512gb | gtx 1650 ti 4gb | 15.6 inch fhd |win 10 | ?en),lenovo,I7,16,1,512,1,4,15.6,1920x1080,29994500
laptop lenovo ideapad slim 5 pro - 16ach6 82l50096vn (ryzen 7-5800h | 16gb | 512gb | gtx 1650 4gb | 16.0 inch wqxga | win 10 | storm grey),lenovo,R7,16,1,512,1,4,16,2560x1600,28490000
laptop lenovo ip slim 5 pro - 16ach7 82l50097vn (ryzen 5-5600h | 8gb | 512gb | gtx 1650 4gb | 16.0 inch wqxga | win 10 | storm grey),lenovo,R5,8,1,512,1,4,16,2560x1600,25490000
laptop lenovo ideapad 5 pro 16ach6 82l50082vn (ryzen 7-5800h | 16gb | 512gb | gtx 1650 4gb | 16 inch wqxga | win 10 | xám),lenovo,R7,16,1,512,1,4,16,2560x1600,28140000
laptop lenovo ideapad 5 pro 16ach6 82l50095vn (ryzen 5-5600h | 8gb | 512gb | gtx 1650 4gb | 16 inch wqxga | win 10 | xám),lenovo,R5,8,1,512,1,4,16,2560x1600,25240000
laptop lenovo ideapad 5 pro 14acn6 82l7007yvn (ryzen 7-5800u | 16gb | 512gb | mx450 2gb | 14 inch 2.2k | win 10 | xám),lenovo,R7,16,1,512,1,2,14,2240x1400,25390000
laptop lenovo ideapad 5 pro 14acn6 82l7007xvn (ryzen 5-5600u | 16gb | 512gb | mx450 2gb | 14 inch 2.2k | win 10 | xám),lenovo,R5,16,1,512,1,2,14,2240x1400,22890000
laptop lenovo yoga slim 7 pro 14ihu5 o 82nh0011vn (core i7-11370h | 16gb | 1tb | 14 inch 2.8k | mx450 2gb | win 10 | b?c),lenovo,I7,16,1,1024,1,2,14,2880x1800,35840000
laptop lenovo thinkbook 14s yoga itl 20we004dvn (core i5-1135g7 | 16gb | 512gb | intel iris xe | 14 inch fhd | c?m ?ng | win 10 | xám),lenovo,I5,16,1,512,0,0,14,1920x1080,25290000
laptop msi modern 14 b10mw 647vn (core i7-10510u | 8gb | 512gb | intel® uhd | 14 inch fhd | win 10 | xám),msi,I7,8,1,512,0,0,14,1920x1080,19840000
laptop hp 340s g7 240q3pa,hp,I3,4,1,256,0,0,14,1366x768,12840000
laptop asus vivobook a515ea-bq1530t (core™ i3-1115g4 | 4gb | 512gb | intel® uhd | 15.6-inch fhd | win 10 | b?c),asus,I3,4,1,512,0,0,15.6,1920x1080,15490000
laptop hp probook 445 g8 3g0r5pa (ryzen™ 5-5600u | 8gb | 512gb | amd radeon™ | 14 inch fhd | win 10 | b?c),hp,R5,8,1,512,0,0,14,1920x1080,21190000
laptop asus vivobook x415ea-eb640t (core i5-1135g7 | 4gb | 512gb | intel iris xe | 14.0-inch fhd | win 10 | b?c),asus,I5,4,1,512,0,0,14,1920x1080,17140000
laptop hp 15s-fq2029tu 2q5y7pa,hp,I7,8,1,512,0,0,15.6,1366x768,8495000
laptop hp probook 440 g8 2h0r5pa (core i3-1115g4/ ram 4gb/ 256gb ssd/ intel uhd/ 14.0 inch hd/ win 10/ b?c),hp,I3,4,1,256,0,0,14,1920x1080,14490000
laptop hp elitebook x360 1040 g8 3g1h4pa (core i7-1165g7 | 16gb | 512gb | intel iris xe | 14.0 inch fhd touch | win 10 pro | b?c),hp,I7,16,1,512,0,0,14,1920x1080,48490000
laptop hp pavilion 15-eg0070tu 2l9h3pa vàng,hp,I5,8,1,512,0,0,15.6,1920x1080,23995000
laptop hp probook 430 g8 348d6pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 13.3 inch fhd | freedos | b?c),hp,I5,8,1,512,0,0,13.3,1920x1080,20390000
laptop hp probook 430 g8 2z6e8pa (core i3-1115g4/ram 4gb/256gb ssd/ intel uhd/ 13.3 inch hd/ dos/ b?c),hp,I3,4,1,256,0,0,13.3,1366x768,13840000
laptop hp probook 430 g8 2h0n5pa (core i3-1115g4/ram 4gb/256gb ssd/ intel uhd/ 13.3 inch hd/ win 10/ b?c),hp,I3,4,1,256,0,0,13.3,1366x768,14290000
laptop hp probook 450 g8 2h0w1pa,hp,I5,8,1,256,1,2,15.6,1920x1080,21690000
laptop hp probook 450 g8 2h0w6pa,hp,I7,8,1,512,1,2,15.6,1920x1080,26790000
laptop hp zbook fury 15 g7 26f74av (core i7-10750h | 16gb | 512gb | quadro t1000 4gb | 15.6 inch fhd | win pro | b?c),hp,I7,16,0,512,1,4,15.6,1920x1080,55690000
laptop hp pavilion 15-eg0510tu 46m10pa (core i3-1125g4 | 4gb | 512gb | intel uhd | 15.6 inch fhd | win 10 | b?c),hp,I3,4,1,512,0,0,15.6,1920x1080,15890000
laptop hp probook 450 g8 2h0w5pa,hp,I7,8,1,512,0,0,15.6,1920x1080,25590000
laptop hp probook 450 g8 2h0v4pa,hp,I5,8,1,256,0,0,15.6,1920x1080,19790000
laptop hp probook 430 g8 2z6t0pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 13.3 inch fhd | freedos | b?c),hp,I5,8,1,256,0,0,13.3,1920x1080,19390000
laptop hp zbook fury 17 g7 26f43av (core i7-10750h | 32gb | 512gb | quadro t2000 4gb | 17.3 inch fhd | win pro | b?c),hp,I7,32,0,512,1,4,17.3,1920x1080,63240000
laptop hp probook 430 g8 2z6f1pa (core i7-1165g7 | 8gb | 512gb | intel iris xe | 13.3 inch fhd | freedos | b?c),hp,I7,8,1,512,0,0,13.3,1920x1080,24740000
laptop hp probook 440 g8 2z6g9pa,hp,I3,4,1,256,0,0,14,1920x1080,14090000
laptop hp 340s g7 2g5b7pa (core i3-1005g1 | 4gb | 256gb | intel uhd | 14.0 inch hd | freedos | b?c),hp,I3,4,1,256,0,0,14,1366x768,12440000
laptop hp 340s g7 359c3pa (core i5-1035g1 | 8gb | 512gb | intel uhd | 14.0 inch fhd | freedos | b?c),hp,I5,8,1,512,0,0,14,1920x1080,17740000
laptop hp probook 450 g8 2z6k9pa,hp,I5,8,1,256,0,0,15.6,1920x1080,19890000
laptop hp 15s-fq2556tu 46m24pa (core i7-1165g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | win 10 | vàng),hp,I7,8,1,512,0,0,15.6,1920x1080,20190000
laptop hp 240 g8 342g5pa (core i3-1005g1 | 4gb | 256gb | intel uhd | 14.0 inch fhd | win 10 | b?c),hp,I3,4,1,256,0,0,14,1920x1080,13290000
laptop hp omen 16-b0141tx 4y0z7pa (core i5-11400h | 16gb | 1tb ssd + 32gb ssd | rtx 3060 6gb | 16.1 inch fhd | win 10 | shadow black),hp,I5,16,1,1024,1,6,16.1,1920x1080,43490000
laptop hp pavilion 14-dv0536tu 4p5g5pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 14 inch fhd | win 10 | b?c),hp,I5,8,1,256,0,0,14,1920x1080,30990000
laptop hp victus 16-d0197tx 4r0t9pa (core i7-11800h | 16gb | 512gb ssd + 32gb ssd | rtx 3060 6gb | 16.1 inch fhd | win 10 | performance blue),hp,I7,16,1,512,1,6,16.1,1920x1080,37690000
laptop dell vostro 13 5301 c4vv91,dell,I5,8,0,256,0,0,13.3,1920x1080,19740000
laptop dell inspiron 5402 gvcnh1,dell,I5,8,1,512,1,2,14,1920x1080,22740000
laptop dell inspiron 5402 70243201 (core i7-1165g7 | 8gb | 512gb | mx330 2gb | 14.0 inch fhd | win 10 | b?c),dell,I7,8,1,512,1,2,14,1920x1080,27090000
laptop dell vostro 13 5301 c4vv92,dell,I5,8,0,512,0,0,13.3,1920x1080,21540000
laptop dell inspiron 5505 n5r74700u104w (ryzen 7-4700u | 8gb | 512gb | amd redeon | 15.6 inch fhd | win 10 | b?c),dell,R7,8,1,512,0,0,15.6,1920x1080,22440000
laptop dell latitude 3520 70251591 (core i7-1165g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | fedora | ?en),dell,I7,8,0,512,0,0,15.6,1920x1080,25990000
laptop dell latitude 3520 70251593 (core i5-1135g7 | 8gb | 256gb | intel iris xe | 15.6 inch fhd | win pro | ?en),dell,I5,8,0,256,0,0,15.6,1920x1080,23890000
laptop dell latitude 5520 70251601 (core i5-1145g7 | 4gb | 256gb | intel iris xe | 15.6 inch fhd | ubuntu | xám),dell,I5,4,0,256,0,0,15.6,1920x1080,23740000
laptop dell vostro 5502 v5502a p102f002v5502a - xám,dell,I7,16,1,512,1,2,15.6,1920x1080,27490000
laptop dell inspiron 15 3505 y1n1t2 (ryzen 5-3500u | 8gb | 512gb | amd radeon | 15.6 inch fhd | win 10 | ?en),dell,R5,8,1,512,0,0,15.6,1920x1080,18490000
laptop dell vostro 5502 70231340,dell,I5,8,0,256,0,0,15.6,1920x1080,21390000
laptop dell inspiron 7306 n3i5202w-black,dell,I5,8,1,512,0,0,13.3,1920x1080,27290000
laptop dell inspiron 15 5502 1xgr11,dell,I5,8,1,512,0,0,15.6,1920x1080,22190000
laptop dell inspiron n5402a p130g002n5402a b?c,dell,I5,8,1,512,0,0,14,1920x1080,20890000
laptop dell latitude 9510,dell,I7,8,0,512,0,0,15,1920x1080,50390000
laptop dell latitude 9510 2 in 1 touche,dell,I7,8,0,512,0,0,15,1920x1080,54440000
laptop dell gaming g5 5500 g5500a (core i7-10750h | 16gb | 512gb | rtx 2060 6gb | 15.6 inch fhd | win 10 | ?en),dell,I7,16,1,512,1,6,15.6,1920x1080,34840000
laptop dell latitude 5520 70251598 (core i5-1145g7 | 8gb | 256gb | intel iris xe | 15.6 inch fhd | ubuntu | xám),dell,I5,8,0,256,0,0,15.6,1920x1080,24340000
laptop dell latitude 7320 70251596 (core i5-1145g7 | 8gb | 256gb | intel iris xe | 13.3 inch fhd | win 10 pro | xám),dell,I5,8,0,256,0,0,13.3,1920x1080,33790000
laptop dell latitude 7320 70251595 (core i7-1185g7 | 16gb | 512gb | intel iris xe | 13.3 inch fhd | win 10 pro | xám),dell,I7,16,0,512,0,0,13.3,1920x1080,44090000
laptop dell gaming g7 7500 g7500a - ?en,dell,I7,16,1,512,1,6,15.6,1920x1080,43290000
laptop dell inspiron 15 5502 n5i5310w,dell,I5,8,0,512,1,2,15.6,1920x1080,22490000
laptop dell vostro 5301 v3i7129w,dell,I7,8,0,512,1,2,13.3,1920x1080,26290000
laptop dell inspiron 5405 70243207 (ryzen 5-4500u | 4gb | 256gb | amd radeon | 14-inch fhd | win 10 | b?c),dell,R5,4,0,256,0,0,13.3,2560x1600,17790000
laptop dell vostro 5402 70231338 gray,dell,I7,16,1,512,1,2,14,1920x1080,27390000
laptop dell inspiron 3501 70243203 (core i5-1135g7 | 4gb | 256gb | mx330 2gb | 15.6 inch fhd | win 10 | ?en),dell,I5,4,0,256,1,2,15.6,1920x1080,18990000
laptop dell xps 13 9310 70260716 (core i5-1135g7 | 8gb | 256gb | intel iris xe | 13.4-inch fhd | win 10 | b?c),dell,I5,8,0,256,0,0,13.4,1920x1200,42140000
laptop dell gaming g3 15 3500 70253721 (core i5-10300h | 8gb | 256gb | gtx 1650 4gb | 15.6 inch fhd | win 10 | ?en),dell,I5,8,1,256,1,4,15.6,1920x1080,22490000
laptop dell gaming g3 g3500c p89f002g3500c (core i7-10750h | 16gb | 1tb hdd + 256gb ssd | gtx 1650ti 4gb | 15.6 inch fhd | win 10 | ?en),dell,I7,16,1,1024,1,4,15.6,1920x1080,28140000
laptop dell gaming g5 15 5500 70252797 (core™ i7-10750h | 16gb | 512gb | gtx 1650 ti 4gb | 15.6 inch fhd | win 10 | office | ?en),dell,I7,16,0,512,1,4,15.6,1920x1080,30240000
laptop dell inspiron 5406 70232602 (core i5-1135g7 | 8gb | 512gb | intel iris xe | 14-inch fhd (1920 x 1080) | win 10 | xám),dell,I5,8,1,512,0,0,14,1920x1080,22690000
laptop dell gaming g3 g3500cw p89f002g3500cw (core i7-10750h | 16gb | 1tb hdd + 256gb ssd | gtx 1650ti 4gb | 15.6 inch fhd | win 10 | tr?ng),dell,I7,16,1,1024,1,4,15.6,1920x1080,28140000
laptop dell vostro v3500b p90f006v3500b,dell,I5,8,1,256,1,2,15.6,1920x1080,20390000
laptop dell gaming g3 g3500b p89f002g3500b,dell,I7,16,0,512,1,6,15.6,1920x1080,31990000
laptop msi katana gf66 11uc 224vn (core i7-11800h | 8gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 10 | ?en),msi,I7,8,1,512,1,4,15.6,1920x1080,29640000
laptop msi bravo 15 b5dd 027vn (ryzen 5-5600h | 8gb | 512gb | rx 5500m 4gb | 15.6 inch fhd | win 10 | ?en),msi,R5,8,1,512,0,0,15.6,1920x1080,21840000
laptop msi creator 15 a10sdt 483vn (i7-10750h/ ram 16gb/ 512gb ssd/ gtx 1660 ti/ 15.6 inch fhd/ win 10/ xám),msi,I7,16,1,512,1,6,15.6,1920x1080,42490000
laptop msi modern 14 b11sb 244vn,msi,I5,8,1,512,1,2,14,1920x1080,22690000
laptop msi creator 15 a10uet 447vn (core i7-10870h | 32gb | 1tb ssd | rtx 3060 6gb | 15.6 inch fhd touch | win 10 | xám),msi,I7,32,1,1024,1,6,15.6,1920x1080,53240000
laptop msi gs66 stealth 10ue-200vn,msi,I7,16,1,2048,1,6,15.6,1920x1080,56990000
laptop msi gp76 leopard 10ue 604vn (core i7-10870h | 32gb | 1tb ssd | rtx 3060 6gb | 17.3 inch fhd | win 10),msi,I7,32,1,1024,1,6,17.3,1920x1080,47490000
laptop msi stealth 15m a11uek 232vn (core i7-11375h | 16gb | 512gb | rtx 3060 6gb | 15.6 inch fhd | win 10 | ?en),msi,I7,16,1,512,1,6,15.6,1920x1080,41490000
laptop msi creator m16 a11ud 694vn (core i7-11800h | 16gb | 1tb ssd | rtx 3050 ti 4gb | 16 inch qhd+ | win 10 | core black),msi,I7,16,1,1024,1,4,16,2560x1600,39640000
laptop hp 240 g8 518v5pa (core i5-1135g7 | 4gb | 256gb | intel iris xe | 14.0 inch fhd | win 10 | b?c),hp,I5,4,1,256,0,0,14,1920x1080,17190000
laptop acer aspire 3 a315 (core i3-1005g1 | 4gb | 256gb | intel uhd | 15.6 inch fhd | win 10 | ?en),acer,I3,4,1,256,0,0,15.6,1920x1080,13090000
laptop asus zenbook 14 ux425ea-ki474t (core 5-1135g7 | 8gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | tím b?c),asus,I5,8,1,512,0,0,14,1920x1080,24490000
laptop msi modern 14 b11mo 295vn (core i7-1165g7 | 8gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | xám),msi,I7,8,1,512,0,0,14,1920x1080,21690000
laptop msi gs66 stealth 11ug 210vn (core i7-11800h | 32gb | 2tb | rtx 3070 8gb | 15.6 inch fhd | win 10 | ?en),msi,I7,32,1,2048,1,8,15.6,1920x1080,64490000
laptop msi ge66 raider 11ug 210vn (core i7-11800h | 16gb | 2tb | rtx 3070 8gb | 15.6 inch fhd | win 10 | ?en),msi,I7,16,1,2048,1,8,15.6,1920x1080,59490000
laptop msi prestige 15 a11scx 209vn,msi,I7,16,1,512,1,4,15.6,1920x1080,34240000
laptop msi prestige 14 evo 089vn,msi,I7,16,1,512,0,0,14,1920x1080,29290000
laptop msi stealth 15m a11sdk 061vn,msi,I7,16,1,512,1,6,15.6,1920x1080,33540000
laptop msi modern 14 b11mo 294vn (core i7-1165g7 | 8gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | xanh),msi,I7,8,1,512,0,0,14,1920x1080,21690000
laptop msi ge66 raider 11uh 211vn (core i7-11800h | 32gb | 2tb | rtx 3080 16gb | 15.6 inch qhd | win 10 | ?en),msi,I7,32,1,2048,1,16,15.6,2560x1440,77640000
laptop msi gf75 thin 10scxr 013vn (i7-10750h/ ram 8gb/ 512gb ssd/ gtx 1650/ 17.3 inch fhd/ win 10/ ?en),msi,I7,8,1,512,1,4,17.3,1920x1080,23140000
laptop msi bravo 15 b5dd 028vn (ryzen 7-5800h | 8gb | 512gb | rx 5500m 4gb | 15.6 inch fhd | win 10 | ?en),msi,R7,8,1,512,0,0,15.6,1920x1080,24740000
laptop asus rog strix g15 g513qr-hq096t (ryzen 9-5900hx | 16gb | 1tb ssd | rtx 3070 8gb | 15.6 inch wqhd | win 10 | xám),asus,R9,16,1,1024,1,8,15.6,2560x1440,48440000
laptop asus expertbook b9400cea-kc0790t (core i7-1165g7 | 16gb | 1tb ssd | intel iris xe | 14.0 inch fhd | win 10 | ?en),asus,I7,16,1,1024,0,0,14,1920x1080,37240000
laptop avita liber v14b-cg ns14a8vnr571-cgb champagne gold (core i7-10510u | 8gb | 1tb | intel uhd | 14.0 inch fhd | win 10),avita,I7,8,1,1024,0,0,14,1920x1080,20990000
laptop avita liber v14i-bp ns14a8vnr571-bpb blossom pink (core i7-10510u | 8gb | 1tb | intel uhd | 14.0 inch fhd | win 10 | h?ng),avita,I7,8,1,1024,0,0,14,1920x1080,20990000
laptop hp probook 450 g8 2h0u4pa,hp,I3,4,1,256,0,0,15.6,1366x768,14790000
laptop hp 340s g7 36a37pa (core i7-1065g7 | 8gb | 512gb | intel iris plus | 14.0 inch fhd | win 10 | xám),hp,I7,8,1,512,0,0,14,1920x1080,22140000
laptop hp 340s g7 2g5c2pa (core i5-1035g1 | 4gb | 256gb | intel uhd | 14.0 inch fhd | win 10 | xám),hp,I5,4,1,256,0,0,14,1920x1080,16990000
laptop hp 340s g7 36a35pa (core i5-1035g1 | 8gb | 512gb | intel uhd | 14.0 inch fhd | win 10 | xám),hp,I5,8,1,512,0,0,14,1920x1080,18490000
laptop hp envy 13-ba1031tu 2k0b7pa,hp,I7,16,1,1024,0,0,13.3,1920x1080,34290000
laptop dell xps 13 9310 jgnh62 (core i7-1165g7 | 16gb | 512gb | intel iris xe | 13.4-inch uhd | c?m ?ng | win 10 | office | b?c),dell,I7,16,0,512,0,0,13.4,3840x2400,59940000
laptop dell latitude 3520 70251590 (core i7-1165g7 | 8gb | 256gb | intel iris xe | 15.6 inch fhd | fedora | ?en),dell,I7,8,0,256,0,0,15.6,1920x1080,24640000
laptop dell latitude 7420 70251597 (core i7-1185g7 | 16gb | 256gb | intel iris xe | 14.0 inch fhd | ubuntu | xám),dell,I7,16,0,256,0,0,14,1920x1080,40440000
laptop dell inspiron n7306a p125g002n7306a ?en,dell,I7,16,1,512,0,0,13.3,3840x2160,34140000
laptop dell latitude 3520 70251592 (core i5-1135g7 | 4gb | 256gb | intel iris xe | 15.6 inch fhd | fedora | ?en),dell,I5,4,0,256,0,0,15.6,1920x1080,19090000
laptop dell vostro 15 3500 7g3981 (core i5-11135g7/ram 8gb/256gb ssd/ intel iris xe / 15.6 inch fhd/ win 10/ ?en),dell,I5,8,0,256,0,0,15.6,1920x1080,19290000
laptop dell inspiron n3501d p90f005dbl (i3-1125g4 | 4gb | 256gb | intel uhd | 15.6-inch fhd | win 10 | ?en),dell,I3,4,1,256,0,0,15.6,1920x1080,15620000
laptop dell vostro v3500a p90f006v3500a,dell,I5,4,1,256,1,2,15.6,1920x1080,19340000
laptop dell gaming g3 3500 g3500dw (core i7-10750h | 16gb | 512gb | gtx 1650ti 4gb | 15.6 inch fhd | win 10 | tr?ng),dell,I7,16,1,512,1,4,15.6,1920x1080,29340000
laptop dell vostro 3510a p112f002abl (core i5-1135g7 | 8gb | 512gb | mx350 2gb | 15.6-inch fhd | win 10 | ?en),dell,I5,8,1,512,1,2,15.6,1920x1080,23590000
laptop dell g15 5515 p105f004bgr (ryzen 5-5600h | 16gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 10 | xám),dell,R5,16,1,512,1,4,15.6,1920x1080,28640000
laptop msi gf65 thin 10ue 286vn (core i5-10500h | 16gb | 512gb ssd | rtx 3060 6gb | 15.6 inch fhd | win 10 | ?en),msi,I5,16,1,512,1,6,15.6,1920x1080,29290000
laptop msi modern 15 a11m-684vn (core i5-1155g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | win 10 | urban silver),msi,I5,8,1,512,0,0,15.6,1920x1080,18890000
laptop msi modern 15 a5m 047vn (ryzen 7-5700u | 8gb | 512gb | amd radeon | 15.6 inch fhd | win 10 | xám),msi,R7,8,0,512,0,0,15.6,1920x1080,19890000
laptop msi modern 15 a5m 048vn (ryzen 5-5500u | 8gb | 512gb | amd radeon | 15.6 inch fhd | win 10 | xám),msi,R5,8,0,512,0,0,15.6,1920x1080,18595000
laptop hp 15s-fq2561tu 46m29pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 15.6 inch hd | win 10 | b?c),hp,I5,8,1,512,0,0,15.6,1920x1080,17540000
laptop hp 240 g8 3d0e9pa (core i7-1165g7 | 8gb | 256gb | intel iris xe | 14.0 inch fhd | freedos | b?c),hp,I7,8,1,256,0,0,14,1920x1080,20490000
laptop acer aspire 5 a514-54-38ac nx.a29sv.001 (core i3-1115g4 | 4gb | 256gb | intel uhd | 14.0 inch fhd | win 10 | xanh),acer,I3,4,1,256,0,0,14,1920x1080,14390000
laptop asus vivobook flip 14 tm420ia-ec227t (ryzen 7-4700u | 8gb | 512gb | amd radeon | 14.0 inch fhd | c?m ?ng | win 10 | ?en),asus,R7,8,1,512,0,0,13.3,2560x1600,20445000
laptop asus expertbook b1 b1500ceae-bq2033t (core i5-1135g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | win 10 | ?en),asus,I5,8,1,512,0,0,15.6,1920x1080,19240000
laptop apple macbook air 13.3 inch z1250004d xám (apple m1),apple,M1,16,1,512,0,0,13.3,2560x1600,37990000
laptop dell latitude 3520 70251594 (core i5-1135g7 | 8gb | 256gb | intel iris xe | 15.6 inch fhd | fedora | ?en),dell,I5,8,0,256,0,0,15.6,1920x1080,20590000
